Date,Area,GEN,AGG,CNT
202003,서울 강서구,2,2,174
202003,서울 강서구,2,3,2120
202003,서울 강서구,2,4,1667
202003,서울 강서구,2,5,828
202003,서울 구로구,1,0,234
202003,서울 구로구,1,1,331
202003,서울 구로구,1,2,148
202003,서울 구로구,1,3,1113
202003,서울 구로구,1,4,929
202003,서울 구로구,1,5,710
202003,서울 구로구,2,0,191
202003,서울 구로구,2,1,218
202003,서울 구로구,2,2,131
202003,서울 구로구,2,3,1574
202003,서울 구로구,2,4,1427
202003,서울 구로구,2,5,762
202003,서울 금천구,1,0,90
202003,서울 금천구,1,1,98
202003,서울 금천구,1,2,69
202003,서울 금천구,1,3,631
202003,서울 금천구,1,4,552
202003,서울 금천구,1,5,335
202003,서울 금천구,2,0,87
202003,서울 금천구,2,1,82
202003,서울 금천구,2,2,43
202003,서울 금천구,2,3,918
202003,서울 금천구,2,4,800
202003,서울 금천구,2,5,400
202003,서울 영등포구,1,0,193
202003,서울 영등포구,1,1,236
202003,서울 영등포구,1,2,113
202003,서울 영등포구,1,3,1154
202003,서울 영등포구,1,4,795
202003,서울 영등포구,1,5,511
202003,서울 영등포구,2,0,156
202003,서울 영등포구,2,1,165
202003,서울 영등포구,2,2,73
202003,서울 영등포구,2,3,1506
202003,서울 영등포구,2,4,1148
202003,서울 영등포구,2,5,593
202003,서울 동작구,1,0,160
202003,서울 동작구,1,1,222
202003,서울 동작구,1,2,124
202003,서울 동작구,1,3,1043
202003,서울 동작구,1,4,748
202003,서울 동작구,1,5,557
202003,서울 동작구,2,0,144
202003,서울 동작구,2,1,166
202003,서울 동작구,2,2,94
202003,서울 동작구,2,3,1438
202003,서울 동작구,2,4,1121
202003,서울 동작구,2,5,646
202003,서울 관악구,1,0,158
202003,서울 관악구,1,1,220
